UniprotID,Name,chembl_targets,type,origin
Q9H093,NUAK2,CHEMBL5698,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H0K1,SIK2,CHEMBL5699,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H1R3,MYLK2,CHEMBL2777,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H2G2,SLK,CHEMBL4202,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H2K8,TAOK3,CHEMBL5701,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H2X6,HIPK2,CHEMBL4576,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H3Y6,SRMS,CHEMBL5703,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H422,HIPK3,CHEMBL4577,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H4A3,WNK1,CHEMBL1075173,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H4B4,PLK3,CHEMBL4897,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9H792,PEAK1,CHEMBL3627585,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9HAZ1,CLK4,CHEMBL4203,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9HBH9,MKNK2,CHEMBL4204,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9HBY8,SGK2,CHEMBL5794,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9HC98,NEK6,CHEMBL4309,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9HCP0,CSNK1G1|KC1G1,CHEMBL2426,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NQU5,PAK6,CHEMBL4311,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NR20,DYRK4,CHEMBL1075115,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NRH2,SNRK,CHEMBL1908384,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NRL2,BAZ1A,CHEMBL4105737,SINGLE PROTEIN,kinhub
Q9NRM7,LATS2,CHEMBL5907,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NRP7,STK36,CHEMBL4312,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NSY1,BMP2K,CHEMBL4522,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NWZ3,IRAK4,CHEMBL3778,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NY57,STK32B|ST32B,CHEMBL5912,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NYL2,MAP3K20|M3K20,CHEMBL3886,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NYV4,CDK12,CHEMBL3559692,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NYY3,PLK2,CHEMBL5938,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9NZJ5,EIF2AK3|E2AK3,CHEMBL6030,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9P0L2,MARK1,CHEMBL5940,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9P1W9,PIM2,CHEMBL4523,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9P286,PAK7|PAK5,CHEMBL4524,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9P289,STK26,CHEMBL5941,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9P2K8,EIF2AK4|E2AK4|EIF2AK4-b,CHEMBL5358,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UBE8,NLK,CHEMBL5364,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UBF8,PI4KB,CHEMBL3268,SINGLE PROTEIN,klifs
Q9UBS0,RPS6KB2|KS6B2,CHEMBL3111,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UEE5,STK17A|ST17A,CHEMBL4525,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UEW8,STK39,CHEMBL1163108,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UF33,EPHA6,CHEMBL4526,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UHD2,TBK1,CHEMBL5408,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UIG0,BAZ1B,CHEMBL3588730,SINGLE PROTEIN,kinhub
Q9UIK4,DAPK2,CHEMBL3123,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UK32,KS6A6|RPS6KA6|RPS6KA6-b,CHEMBL4924,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UKE5,TNIK,CHEMBL4527,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UKI8,TLK1,CHEMBL5388,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UL54,TAOK2,CHEMBL1075195,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UM73,ALK,CHEMBL4247,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UPE1,SRPK3,CHEMBL5415,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UPN9,TRIM33,CHEMBL2176772,SINGLE PROTEIN,kinhub|klifs
Q9UPZ9,ICK|CILK1,CHEMBL1163126,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UQ07,MOK,CHEMBL4295983,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UQ88,CD11A|CDK11A,CHEMBL5416,SINGLE PROTEIN,klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UQB9,AURKC,CHEMBL3935,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9UQM7,KCC2A|CAMK2A,CHEMBL4147,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y243,AKT3,CHEMBL4816,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y2H1,STK38L|ST38L,CHEMBL4851,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y2H9,MAST1,CHEMBL1163128,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y2K2,SIK3,CHEMBL6149,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y2U5,MAP3K2|M3K2,CHEMBL5914,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y3S1,WNK2,CHEMBL5639,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y463,DYRK1B|DYR1B,CHEMBL5543,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y4K4,M4K5|MAP4K5,CHEMBL4852,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y572,RIPK3,CHEMBL1795199,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y5P4,COL4A3BP,CHEMBL3399913,SINGLE PROTEIN,kinhub
Q9Y5S2,MRCKB|CDC42BPB,CHEMBL5052,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y616,IRAK3,CHEMBL5081,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y6E0,STK24,CHEMBL5082,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y6M4,KC1G3|CSNK1G3,CHEMBL5084,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
Q9Y6R4,MAP3K4|M3K4,CHEMBL4853,SINGLE PROTEIN,kinhub|klifs|pkinfam|reviewed_uniprot|dunbrack_msa
